Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request,Is_Delayed,Route
11fafdab-8b17-435e-9be5,2024-03-13,09:04:09,Online,Credit Card,Disabled,First Class,Advance,8,York,Wakefield,2024-03-14,1900-01-01 07:30:00,07:55:00,07:58:00,Delayed,Staffing,No,1,York → Wakefield
4afd85fe-fa3b-4dd0-8cb1,2024-03-13,09:33:54,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 08:00:00,10:15:00,10:49:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
ddd12d01-de1b-4c43-be6c,2024-03-13,09:35:18,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 08:00:00,10:15:00,10:49:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
a61cc978-9276-42bb-a967,2024-03-13,09:42:46,Station,Credit Card,No Railcard,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 08:00:00,10:15:00,10:49:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
d68d7bd3-eb0d-447c-9895,2024-03-13,09:58:49,Station,Credit Card,No Railcard,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-14,1900-01-01 08:15:00,09:35:00,10:35:00,Delayed,Signal Failure,No,1,London Euston → Birmingham New Street
0ee7e470-2a71-40d0-acd6,2024-03-13,10:31:52,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-03-14,1900-01-01 09:00:00,09:45:00,12:24:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Leeds
10749a75-d832-4570-9b00,2024-03-13,10:40:51,Station,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-14,1900-01-01 09:00:00,09:30:00,10:10:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Liverpool Lime Street
87f379e6-d1a2-4608-b994,2024-03-13,10:44:49,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-03-14,1900-01-01 09:00:00,09:45:00,12:24:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Leeds
26b0df08-d1ef-478b-8c00,2024-03-13,10:51:21,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-03-13,1900-01-01 11:15:00,12:35:00,12:43:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
700ce2b8-da69-474b-8bf7,2024-03-13,11:54:37,Station,Debit Card,Adult,First Class,Advance,19,Birmingham New Street,Manchester Piccadilly,2024-03-14,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
bd4a2f33-3a48-41fe-8df7,2024-03-13,11:59:40,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-03-14,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
192e0adf-d28d-4c0a-a6b0,2024-03-13,12:00:45,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-03-14,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
c6bb12ad-f345-4206-b425,2024-03-13,12:04:29,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-03-14,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
484de501-f8ab-4765-84d9,2024-03-13,15:06:03,Station,Debit Card,No Railcard,Standard,Off-Peak,43,Edinburgh Waverley,London Kings Cross,2024-03-13,1900-01-01 15:30:00,19:50:00,19:59:00,Delayed,Staffing,Yes,1,Edinburgh Waverley → London Kings Cross
7e1b70d5-0bac-4523-930f,2024-03-13,15:55:36,Online,Credit Card,Senior,Standard,Advance,11,Oxford,Bristol Temple Meads,2024-03-14,1900-01-01 14:15:00,15:30:00,15:50:00,Delayed,Signal Failure,Yes,1,Oxford → Bristol Temple Meads
221ff43c-10c8-4913-952c,2024-03-13,16:03:34,Station,Debit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 15:30:00,17:45:00,17:49:00,Delayed,Staffing,Yes,1,Liverpool Lime Street → London Euston
7718e255-1b5a-49f3-901e,2024-03-13,16:07:00,Station,Debit Card,No Railcard,Standard,Advance,29,Edinburgh Waverley,London Kings Cross,2024-03-14,1900-01-01 15:30:00,19:50:00,20:16:00,Delayed,Staffing,Yes,1,Edinburgh Waverley → London Kings Cross
c8df4648-69ed-46a1-bd11,2024-03-13,16:11:08,Station,Debit Card,No Railcard,Standard,Advance,29,Edinburgh Waverley,London Kings Cross,2024-03-14,1900-01-01 15:30:00,19:50:00,20:16:00,Delayed,Staffing,Yes,1,Edinburgh Waverley → London Kings Cross
1f473e07-45cc-4c8a-9746,2024-03-13,16:31:26,Station,Credit Card,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-03-14,1900-01-01 15:00:00,16:00:00,16:42:00,Delayed,Technical Issue,No,1,London Paddington → Reading
08d8c759-c6b5-462d-9b77,2024-03-13,16:31:40,Station,Contactless,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-03-14,1900-01-01 15:00:00,16:00:00,16:42:00,Delayed,Technical Issue,No,1,London Paddington → Reading
4d719963-99a5-4758-8bda,2024-03-13,16:36:53,Station,Credit Card,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-03-14,1900-01-01 15:00:00,16:00:00,16:42:00,Delayed,Technical Issue,No,1,London Paddington → Reading
0ee3ed11-9a4e-41a1-91ae,2024-03-13,16:37:24,Station,Credit Card,No Railcard,Standard,Advance,13,London Paddington,Reading,2024-03-14,1900-01-01 15:00:00,16:00:00,16:42:00,Delayed,Technical Issue,No,1,London Paddington → Reading
e6d5e108-12f6-4419-90f6,2024-03-13,17:32:33,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-03-14,1900-01-01 16:00:00,17:20:00,17:40:00,Delayed,Signal failure,Yes,1,London Euston → Birmingham New Street
de24a803-77a9-4ad1-9dfd,2024-03-13,17:34:38,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-03-14,1900-01-01 16:00:00,17:20:00,17:40:00,Delayed,Signal failure,No,1,London Euston → Birmingham New Street
422f8bd1-ecf3-462a-a9ba,2024-03-13,17:38:12,Station,Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-03-14,1900-01-01 16:00:00,17:20:00,17:40:00,Delayed,Signal failure,No,1,London Euston → Birmingham New Street
178049ea-5dde-47d1-876e,2024-03-13,18:03:40,Station,Debit Card,Adult,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-03-14,1900-01-01 17:30:00,19:20:00,19:47:00,Delayed,Technical Issue,Yes,1,Manchester Piccadilly → London Euston
2143f4c4-cdce-449d-85d9,2024-03-14,02:07:28,Station,Credit Card,No Railcard,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-14,1900-01-01 03:30:00,04:00:00,04:01:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → Liverpool Lime Street
754ed4ad-c73a-4804-89de,2024-03-14,04:19:13,Station,Debit Card,Senior,Standard,Off-Peak,84,Manchester Piccadilly,London Euston,2024-03-14,1900-01-01 09:30:00,11:20:00,11:45:00,Delayed,Traffic,Yes,1,Manchester Piccadilly → London Euston
77197e02-d278-4be5-99fb,2024-03-14,06:30:53,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 08:00:00,10:15:00,10:49:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
4abde028-6b9d-4305-b4eb,2024-03-14,06:34:51,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 08:00:00,10:15:00,10:49:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
c44672a7-90af-4db7-9eb5,2024-03-14,06:41:09,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 08:00:00,10:15:00,10:49:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
07c570a2-6b2d-4736-b9a8,2024-03-14,06:48:18,Station,Credit Card,No Railcard,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-14,1900-01-01 08:15:00,09:35:00,10:35:00,Delayed,Signal Failure,No,1,London Euston → Birmingham New Street
46c09699-f90e-4792-9195,2024-03-14,06:50:30,Station,Credit Card,No Railcard,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-14,1900-01-01 08:15:00,09:35:00,10:35:00,Delayed,Signal Failure,No,1,London Euston → Birmingham New Street
694cf3e8-ad11-4cd8-91aa,2024-03-14,08:08:43,Online,Credit Card,No Railcard,Standard,Advance,6,York,Doncaster,2024-03-15,1900-01-01 06:30:00,07:00:00,08:02:00,Delayed,Signal failure,No,1,York → Doncaster
3690b052-3b59-4a3a-ae02,2024-03-14,09:30:05,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
bde5f3d0-42ed-427c-8354,2024-03-14,09:32:17,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
aaf0ddc7-dd29-47c7-8ec1,2024-03-14,09:37:44,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
a74591fc-37e4-4b85-8bc8,2024-03-14,10:48:27,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-03-14,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
5e724d06-b2cf-4c15-a457,2024-03-14,10:53:32,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-03-14,1900-01-01 11:15:00,12:35:00,13:12:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
b0c921a7-72e6-4bee-93bf,2024-03-14,12:33:09,Station,Contactless,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-15,1900-01-01 11:00:00,11:30:00,14:26:00,Delayed,Staff Shortage,No,1,Manchester Piccadilly → Liverpool Lime Street
537ac7d1-db7c-46e9-872b,2024-03-14,12:58:10,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-15,1900-01-01 11:15:00,11:45:00,12:12:00,Delayed,Technical Issue,No,1,Liverpool Lime Street → Manchester Piccadilly
586ff9d1-b2cc-465c-9190,2024-03-14,13:37:22,Station,Credit Card,No Railcard,Standard,Off-Peak,19,London Paddington,Reading,2024-03-14,1900-01-01 15:00:00,16:00:00,16:42:00,Delayed,Technical Issue,No,1,London Paddington → Reading
3cf837e4-87a7-46e2-9e5b,2024-03-14,14:42:13,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-03-14,1900-01-01 16:00:00,17:20:00,17:40:00,Delayed,Signal failure,No,1,London Euston → Birmingham New Street
cebbb102-8af3-42ba-aec1,2024-03-14,17:07:07,Station,Debit Card,Adult,Standard,Anytime,112,Manchester Piccadilly,London Euston,2024-03-14,1900-01-01 17:30:00,19:20:00,19:47:00,Delayed,Technical Issue,Yes,1,Manchester Piccadilly → London Euston
fa0f7c10-d4ab-49a0-b739,2024-03-14,17:12:32,Station,Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-03-14,1900-01-01 17:30:00,19:45:00,19:57:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → London Euston
198a9122-1c95-45a7-9450,2024-03-14,18:12:12,Station,Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 17:30:00,19:45:00,19:59:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → London Euston
63afba7f-32ac-47f8-b1d9,2024-03-15,02:48:20,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-03-15,1900-01-01 04:15:00,05:15:00,05:26:00,Delayed,Staff Shortage,No,1,London Paddington → Reading
3ff3cff8-59a5-4de1-8ed0,2024-03-15,06:33:46,Station,Credit Card,No Railcard,First Class,Anytime,235,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
4e6ac966-2cf7-42c4-8654,2024-03-15,06:33:54,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
234e525f-0baf-45d1-ad4e,2024-03-15,06:38:17,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
4dccc8f8-dfd2-468b-8121,2024-03-15,06:43:26,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
a57a79e9-40eb-4e53-b5e4,2024-03-15,06:43:55,Station,Credit Card,No Railcard,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 08:00:00,10:15:00,10:58:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
39c92c0d-abb6-444c-b9fe,2024-03-15,07:18:38,Station,Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-16,1900-01-01 05:45:00,06:15:00,06:46:00,Delayed,Signal Failure,No,1,Liverpool Lime Street → Manchester Piccadilly
846a3d1c-2612-4b36-86d2,2024-03-15,09:32:09,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
6c9220ad-4b42-4fc5-aa07,2024-03-15,09:35:31,Station,Credit Card,No Railcard,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
2f0b003c-cb86-45fd-bf89,2024-03-15,09:37:45,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
db5e65d8-1dd8-4bb8-90f2,2024-03-15,09:38:56,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
1d544725-271f-4700-aef7,2024-03-15,09:41:35,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
ee7cd33c-df34-4d93-ad7c,2024-03-15,09:44:05,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
85bc9c98-3248-4a76-ba86,2024-03-15,09:46:26,Station,Credit Card,No Railcard,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-16,1900-01-01 08:15:00,09:35:00,10:12:00,Delayed,Signal Failure,No,1,London Euston → Birmingham New Street
1590e0f4-22eb-4fee-b379,2024-03-15,10:39:14,Station,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-16,1900-01-01 09:00:00,09:30:00,11:11:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Liverpool Lime Street
bfba93f8-4e66-45c4-9139,2024-03-15,10:45:37,Station,Debit Card,Adult,First Class,Off-Peak,29,Birmingham New Street,Manchester Piccadilly,2024-03-15,1900-01-01 11:15:00,12:35:00,13:00:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
ee4f9954-125b-4cf7-92ea,2024-03-15,10:47:37,Station,Debit Card,Adult,First Class,Off-Peak,10,Liverpool Lime Street,Manchester Piccadilly,2024-03-15,1900-01-01 11:15:00,11:45:00,12:12:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → Manchester Piccadilly
7d7e117a-e648-4b2f-be59,2024-03-15,11:51:27,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-03-16,1900-01-01 11:15:00,12:35:00,12:43:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
937ee530-bf0b-47da-a802,2024-03-15,11:51:44,Station,Debit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-16,1900-01-01 11:15:00,11:45:00,11:49:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → Manchester Piccadilly
5bf8fc65-9085-43cb-90d8,2024-03-15,12:42:56,Station,Contactless,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-16,1900-01-01 11:00:00,11:30:00,13:59:00,Delayed,Staff Shortage,No,1,Manchester Piccadilly → Liverpool Lime Street
f72c7784-ab5d-4ef7-977e,2024-03-15,16:07:57,Station,Contactless,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,2024-03-15,1900-01-01 17:30:00,19:45:00,19:59:00,Delayed,Technical Issue,No,1,Liverpool Lime Street → London Euston
064c4f6e-1e2d-4b6a-91d8,2024-03-15,18:11:48,Station,Debit Card,Adult,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-03-16,1900-01-01 17:30:00,19:20:00,19:45:00,Delayed,Technical Issue,Yes,1,Manchester Piccadilly → London Euston
b05c3db4-88ab-4db4-8a16,2024-03-15,19:39:44,Station,Credit Card,No Railcard,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-16,1900-01-01 17:45:00,18:15:00,19:19:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
d1537404-8a99-4e18-a243,2024-03-16,02:09:30,Station,Credit Card,No Railcard,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-03-16,1900-01-01 03:30:00,05:20:00,05:39:00,Delayed,Weather Conditions,No,1,Manchester Piccadilly → London Euston
5ca8823b-7bd4-4d98-9126,2024-03-16,06:39:04,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
9ca2a6a1-ee8a-4c85-854b,2024-03-16,06:41:07,Station,Credit Card,No Railcard,First Class,Off-Peak,176,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
8e4bbcc0-a86b-4642-832c,2024-03-16,06:41:33,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
34c51a05-f3e7-48cf-89f3,2024-03-16,06:43:15,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 08:00:00,10:15:00,10:47:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
04a148ef-7e4c-46b4-a047,2024-03-16,09:30:26,Station,Credit Card,No Railcard,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 08:00:00,10:15:00,10:29:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
759850a6-c7b3-459d-9bcb,2024-03-16,09:37:47,Station,Credit Card,No Railcard,First Class,Advance,118,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 08:00:00,10:15:00,10:29:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
f044a524-653a-4b95-bea9,2024-03-16,09:41:41,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 08:00:00,10:15:00,10:29:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
7e81dffd-eec5-44dd-bfb7,2024-03-16,09:41:42,Station,Contactless,No Railcard,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-16,1900-01-01 11:00:00,11:30:00,13:59:00,Delayed,Staff Shortage,No,1,Manchester Piccadilly → Liverpool Lime Street
0039c246-3f29-4045-bc78,2024-03-16,10:42:24,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-03-17,1900-01-01 09:00:00,09:45:00,12:32:00,Delayed,Signal Failure,No,1,Manchester Piccadilly → Leeds
b31ab481-747e-47b5-a499,2024-03-16,12:02:43,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-03-17,1900-01-01 11:15:00,12:35:00,13:16:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
f2d98e57-f377-4562-a204,2024-03-16,12:55:18,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-17,1900-01-01 11:15:00,11:45:00,11:52:00,Delayed,Technical Issue,No,1,Liverpool Lime Street → Manchester Piccadilly
f672f99a-16e5-44ff-aab8,2024-03-16,14:57:28,Station,Debit Card,Senior,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 09:30:00,11:45:00,11:54:00,Delayed,Traffic,Yes,1,Liverpool Lime Street → London Euston
344264f2-389f-4127-bede,2024-03-16,16:10:30,Station,Credit Card,No Railcard,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-16,1900-01-01 17:45:00,18:15:00,19:19:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
e370162e-9669-4a90-8348,2024-03-16,16:12:54,Station,Debit Card,No Railcard,Standard,Advance,29,Edinburgh Waverley,London Kings Cross,2024-03-17,1900-01-01 15:30:00,19:50:00,19:55:00,Delayed,Staffing,Yes,1,Edinburgh Waverley → London Kings Cross
d72ae16e-d9f0-41a2-811e,2024-03-16,16:13:49,Station,Credit Card,No Railcard,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-16,1900-01-01 17:45:00,18:15:00,19:19:00,Delayed,Traffic,No,1,Manchester Piccadilly → Liverpool Lime Street
2c7ec017-5ad9-4a23-9013,2024-03-16,17:12:44,Station,Debit Card,Adult,Standard,Off-Peak,76,Liverpool Lime Street,London Euston,2024-03-16,1900-01-01 17:30:00,19:45:00,19:55:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → London Euston
c5f6c77f-6b1a-4aa4-a1e9,2024-03-16,18:11:15,Station,Debit Card,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 17:30:00,19:45:00,20:06:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → London Euston
a9e9b757-4864-4a53-8195,2024-03-17,04:13:24,Station,Contactless,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-03-17,1900-01-01 05:30:00,06:30:00,07:20:00,Delayed,Staff Shortage,No,1,London Paddington → Reading
6a232c2e-399a-45d6-b0aa,2024-03-17,06:31:40,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 08:00:00,10:15:00,10:29:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
2168f6b3-2f21-4127-8907,2024-03-17,06:33:04,Station,Credit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 08:00:00,10:15:00,10:29:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
b70c8e6d-cbcd-4bf7-b056,2024-03-17,06:33:58,Station,Credit Card,No Railcard,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-03-17,1900-01-01 08:00:00,09:50:00,10:10:00,Delayed,Weather,No,1,Manchester Piccadilly → London Euston
3a892b9d-c34e-45e0-8029,2024-03-17,07:54:28,Online,Debit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-17,1900-01-01 09:15:00,09:45:00,09:50:00,Delayed,Weather,No,1,Manchester Piccadilly → Liverpool Lime Street
7714cc24-6f12-478c-ba35,2024-03-17,07:58:24,Online,Debit Card,No Railcard,Standard,Advance,35,London Kings Cross,York,2024-03-18,1900-01-01 06:15:00,08:05:00,08:36:00,Delayed,Technical Issue,No,1,London Kings Cross → York
59776f0a-b47c-4f31-bc33,2024-03-17,09:31:43,Station,Credit Card,No Railcard,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-18,1900-01-01 08:00:00,10:15:00,11:03:00,Delayed,Weather,No,1,Liverpool Lime Street → London Euston
575ff5ab-828d-4674-8d96,2024-03-17,10:40:23,Station,Debit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-17,1900-01-01 11:15:00,11:45:00,11:52:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → Manchester Piccadilly
dd50019d-cdec-4c73-8687,2024-03-17,10:44:51,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-03-17,1900-01-01 11:15:00,12:35:00,13:16:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
4f33a715-c8fd-4cf9-9792,2024-03-17,10:48:25,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,2024-03-17,1900-01-01 11:15:00,12:35:00,13:16:00,Delayed,Technical Issue,Yes,1,Birmingham New Street → Manchester Piccadilly
b9e06c7a-b57b-45eb-9823,2024-03-17,11:55:06,Station,Debit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-18,1900-01-01 11:15:00,11:45:00,12:20:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → Manchester Piccadilly
a15a3445-4398-457e-9c9c,2024-03-17,12:04:05,Station,Debit Card,Adult,First Class,Advance,7,Liverpool Lime Street,Manchester Piccadilly,2024-03-18,1900-01-01 11:15:00,11:45:00,12:20:00,Delayed,Technical Issue,Yes,1,Liverpool Lime Street → Manchester Piccadilly
f7bac973-c956-49b4-bb82,2024-03-17,15:01:43,Station,Debit Card,No Railcard,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-17,1900-01-01 15:30:00,17:45:00,18:14:00,Delayed,Staffing,Yes,1,Liverpool Lime Street → London Euston
